epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,254.719,0.16133,0.96959,1,0.07961,0.000555573,0.000555573,0.000555573
